"Condition_Status","Phase","Tg","Tx","Tl","Rc","Dmax","Tg_new","Tx_new","Tl_new","gamma","Trg","delta_Tx","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber","0-norm","2-norm","3-norm","5-norm","7-norm","10-norm","avg s valence electrons","avg p valence electrons","avg d valence electrons","avg f valence electrons","frac s valence electrons","frac p valence electrons","frac d valence electrons","frac f valence electrons","max ionic char","avg ionic char","mixing_entropy_J_per_molK","VEC","num_elements","max_elem_fraction","min_elem_fraction","weighted_mean_atomic_number","weighted_std_atomic_number","weighted_mean_atomic_weight","weighted_std_atomic_weight","weighted_mean_electronegativity","weighted_std_electronegativity","atomic_size_mismatch_delta","weighted_mean_atomic_radius","weighted_std_atomic_radius","weighted_range_atomic_radius","weighted_mean_covalent_radius","weighted_std_covalent_radius","electronegativity_range","pairwise_weighted_absdiff_chi","Hmix_est_chi_sq","Hmix_final","Omega_parameter","weighted_mean_melting_point","weighted_std_melting_point","fraction_transition_metal","fraction_lanthanoid_actinoid","fraction_metal","atomic_mass_range"
"Violation: Tg >= Tx","CMA",778,810,1250,,,778,810,1250,0.399408284023669,0.6224,32,13,29,16,24.5346038114343,2.84373682733255,22,43,73,30,55.0060180541625,6.92770387390859,43,26.9815386,63.546,36.5644614,53.1544694806419,6.04027813165676,47.867,933.47,2183,1249.53,1743.20034102307,269.217259602277,1357.77,4,13,9,7.92477432296891,2.23750489180681,4,3,4,1,3.92276830491474,0.142533920719028,4,121,160,39,136.802407221665,10.1020916309611,124,1.54,1.91,0.37,1.72765295887663,0.140581020896189,1.54,1,1,1.76930792377131,0.354946484387968,1,1,1,0.077231695085256,0.142533920719028,0,0,10,10,5.30591775325978,2.25532163189669,2,0,0,0,0,0,3,11,8,7.15245737211635,2.1662379314473,4,1,1,0.230692076228686,0.354946484387968,0,5,5,0.386158475426279,0.712669603595138,0,0,8,8,3.92176529588766,2.16646931768223,0,0,0,0,0,0,1,8,7,4.53861584754263,1.88117009000925,1,10.245,16.69,6.445,12.0856142565632,1.95421549294905,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.490781399912381,0.641827918816908,0,194,229,35,218.309929789368,11.518406774989,194,9,0.335264675734181,0.233542082366559,0.175416182606629,0.155410971304951,0.142039745470538,1.76930792377131,0.077231695085256,5.30591775325978,0,0.247370635254522,0.010797924554761,0.741831440190717,0,0.033645949486531,0.005325074964965,18.2153108776162,15.1524573721163,9,0.115346038114343,0.077231695085256,24.5346038114343,1.20481830456382,53.1544694806419,2.63984057230939,1.72765295887663,0.049441814661351,0.009142068073612,1.36534603811434,0.012482086424478,0.15,1.36534603811434,0.012482086424478,0.37,0.325541921652621,0.086183783044218,0.086183783044218,368432.84213971,1743.20034102307,110.729369719294,0.888888888888889,0,1,36.5644614
"Violation: Tg >= Tx","CMA",820,853,1250,,,820,853,1250,0.41207729468599,0.656,33,13,29,16,25.3123123123123,2.15483952420889,22,43,73,30,53.7927927927928,6.19830641452263,43,26.9815386,63.546,36.5644614,54.9191517507508,4.27480559216874,47.867,933.47,2183,1249.53,1797.79555555556,227.486659993327,1357.77,4,13,9,7.58258258258258,2.0513125738351,4,3,4,1,3.98498498498498,0.029579128678228,4,121,160,39,137.867867867868,9.73375176978781,124,1.54,1.91,0.37,1.73558558558559,0.142246029813597,1.54,1,1,1.75375375375375,0.371218064911759,1,1,1,0.015015015015015,0.029579128678228,0,0,10,10,5.66366366366366,2.05500996491987,2,0,0,0,0,0,3,11,8,7.43243243243243,2.03652300949598,4,1,1,0.246246246246246,0.371218064911759,0,5,5,0.075075075075075,0.147895643391139,0,0,8,8,4.18618618618619,2.0328256184112,0,0,0,0,0,0,1,8,7,4.50750750750751,1.97736475213953,1,10.245,16.69,6.445,11.7893274308796,1.64821930038124,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.523871818363191,0.660657315563529,0,194,229,35,217.858858858859,11.9617996374753,194,9,0.348568326525281,0.246264853573828,0.186619883280846,0.165711436315955,0.15158234518799,1.75375375375375,0.015015015015015,5.66366366366366,0,0.235959595959596,0.002020202020202,0.762020202020202,0,0.033645949486531,0.005436531369453,17.6779113408131,15.4324324324324,9,0.123123123123123,0.015015015015015,25.3123123123123,0.821668784178828,54.9191517507508,1.7031278146748,1.73558558558559,0.051801612931545,0.006499200981236,1.37312312312312,0.008924203149159,0.15,1.37312312312312,0.008924203149159,0.37,0.328417065714363,0.088009739469199,0.088009739469199,361110.83422512,1797.79555555556,95.6377076566137,0.888888888888889,0,1,36.5644614
"Violation: Tg >= Tx","CMA",805,832,1241,,,805,832,1241,0.406647116324536,0.64867042707494,27,13,29,16,25.124248496994,2.30433612716415,22,43,73,30,54.0861723446894,6.38819121208349,43,26.9815386,63.546,36.5644614,54.4924200380761,4.72689041475737,47.867,933.47,2183,1249.53,1784.59345691383,236.817168043502,1357.77,4,13,9,7.66533066132265,2.10024056128289,4,3,4,1,3.96993987975952,0.058313018823218,4,121,160,39,137.610220440882,9.83497656635917,124,1.54,1.91,0.37,1.73366733466934,0.141933887815712,1.54,1,1,1.75751503006012,0.367372018586271,1,1,1,0.030060120240481,0.058313018823218,0,0,10,10,5.57715430861723,2.10752968863579,2,0,0,0,0,0,3,11,8,7.36472945891784,2.07108405187128,4,1,1,0.24248496993988,0.367372018586271,0,5,5,0.150300601202405,0.291565094116088,0,0,8,8,4.12224448897796,2.06379492451838,0,0,0,0,0,0,1,8,7,4.51503006012024,1.95445801422484,1,10.245,16.69,6.445,11.8609748807965,1.72728423331334,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.51586996376431,0.656387125959029,0,194,229,35,217.967935871743,11.8584383195248,194,9,0.344240514934487,0.242638858256483,0.183773547030372,0.163180451690777,0.14926700966849,1.75751503006012,0.030060120240481,5.57715430861723,0,0.238639455782313,0.004081632653061,0.757278911564626,0,0.033645949486531,0.005412446410683,17.8917621438834,15.3647294589178,9,0.12124248496994,0.030060120240481,25.124248496994,0.875683211097208,54.4924200380762,1.84123117175251,1.73366733466934,0.051124612260596,0.006858273074881,1.37124248496994,0.009404355413802,0.15,1.37124248496994,0.009404355413802,0.37,0.327942699025305,0.087614338898237,0.087614338898237,364432.603792788,1784.59345691383,97.0667940420046,0.888888888888889,0,1,36.5644614
"Violation: Tg >= Tx","CMA",821,924,1352,,,821,924,1352,0.42521859180856,0.607248520710059,103,13,29,16,25.7272727272727,2.94214876033058,28,49,73,24,59.3636363636364,5.35537190082645,61,26.9815386,63.546,36.5644614,54.9572126,6.1632544,58.6934,933.47,2180,1246.53,1685.72818181818,256.03173553719,1728,6,13,7,9.36363636363636,1.71900826446281,10,3,4,1,3.90909090909091,0.165289256198347,4,121,139,18,129.363636363636,5.42148760330578,124,1.61,1.91,0.3,1.82090909090909,0.096859504132231,1.91,1,1,1.63636363636364,0.462809917355372,2,1,1,0.090909090909091,0.165289256198347,0,0,10,10,6.72727272727273,2.11570247933884,8,0,0,0,0,0,3,11,8,8.45454545454546,2.0495867768595,10,1,1,0.363636363636364,0.462809917355372,0,5,5,0.454545454545455,0.826446280991736,0,0,5,5,2.36363636363636,1.55371900826446,2,0,0,0,0,0,1,6,5,3.18181818181818,1.65289256198347,2,10.32,16.48,6.16,11.2490909090909,0.951074380165288,10.32,0,0,0,0,0,0,2.1106628,2.1106628,0.600264036363636,0.549235914049587,0.5953947,225,229,4,226.454545454545,1.85123966942148,225,5,0.489560437012228,0.405885917780412,0.37027845023303,0.364844949184579,0.36374279212497,1.63636363636364,0.090909090909091,6.72727272727273,0,0.193548387096774,0.010752688172043,0.795698924731183,0,0.022248762806664,0.003171969014458,12.6022971076543,16.4545454545455,5,0.363636363636364,0.090909090909091,25.7272727272727,1.57381066031969,54.9572126,3.32692294430745,1.82090909090909,0.049825869862562,0.010979306832027,1.35909090909091,0.014921876103527,0.15,1.35909090909091,0.014921876103527,0.3,0.230082644628099,0.051160330578512,0.051160330578512,415244.529294068,1685.72818181818,130.62784778703,0.8,0,1,36.5644614
"Violation: Tg >= Tx","CMA",812,903,1335,,,812,903,1335,0.420586865393572,0.608239700374532,91,13,29,16,25.4974974974975,2.95736577418259,24,49,73,24,58.6846846846847,6.07576946315685,49,26.9815386,63.546,36.5644614,54.7383318444444,6.30301264050718,51.9961,933.47,2180,1246.53,1693.06562562563,290.761379277175,1357.77,6,13,7,9.13713713713714,1.94246298350402,6,3,4,1,3.90890890890891,0.165587008429851,4,121,139,18,130.770770770771,4.8570672774877,124,1.61,1.91,0.3,1.80541541541542,0.101685890094299,1.66,1,1,1.54554554554555,0.495851206561917,1,1,1,0.091091091091091,0.165587008429851,0,0,10,10,6.58958958958959,2.1908434961488,5,0,0,0,0,0,3,11,8,8.22622622622623,2.06665323982641,6,1,1,0.454454454454454,0.495851206561917,0,5,5,0.455455455455455,0.827935042149256,0,0,5,5,2.4994994994995,1.81827272718164,0,0,0,0,0,0,1,6,5,3.40940940940941,1.73547922296671,1,10.32,16.48,6.16,11.3423923923924,0.935980565149734,10.32,0,0,0,0,0,0,2.1106628,2.1106628,0.614889942442442,0.6797606379691,0,225,229,4,226.817817817818,1.98340482624767,225,5,0.463493730324005,0.362626912515897,0.299983173549613,0.27700954927784,0.261016241576158,1.54554554554555,0.091091091091091,6.58958958958959,0,0.187880262837673,0.011073253833049,0.801046483329277,0,0.022248762806664,0.003210432182271,13.0127181978847,16.2262262262262,5,0.227227227227227,0.091091091091091,25.4974974974975,1.54322673076107,54.7383318444444,3.41428173841646,1.80541541541542,0.049664157951643,0.011892021996577,1.36361361361361,0.016216123087924,0.15,1.36361361361361,0.016216123087924,0.3,0.240556071587102,0.051755766176587,0.051755766176587,425679.832488545,1693.06562562563,153.67382328384,0.8,0,1,36.5644614
"Violation: Tg >= Tx","CMA",800,890,1336,,,800,890,1336,0.416666666666667,0.598802395209581,90,13,29,16,25.8888888888889,2.8641975308642,26,55,73,18,61,4,55,26.9815386,63.546,36.5644614,55.6685254,6.37488595555555,55.845,933.47,1811,877.53,1584.77888888889,245.628148148148,1357.77,8,13,5,9.88888888888889,1.23456790123457,8,3,4,1,3.88888888888889,0.197530864197531,4,121,132,11,127.666666666667,3.85185185185185,124,1.61,1.91,0.3,1.85,0.062222222222222,1.83,1,1,1.77777777777778,0.345679012345679,1,1,1,0.111111111111111,0.197530864197531,0,0,10,10,6.88888888888889,1.92592592592593,6,0,0,0,0,0,3,11,8,8.77777777777778,1.62962962962963,8,1,1,0.222222222222222,0.345679012345679,0,5,5,0.555555555555555,0.987654320987654,0,0,4,4,2,1.33333333333333,0,0,0,0,0,0,1,5,4,2.77777777777778,1.1358024691358,1,10.245,16.48,6.235,11.2455555555556,1.16320987654321,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.945450822222222,0.78588104691358,0,194,229,35,219,11.1111111111111,194,5,0.458122847290851,0.35639270333287,0.293680717557935,0.270967443649263,0.25527253251331,1.77777777777778,0.111111111111111,6.88888888888889,0,0.20253164556962,0.012658227848101,0.784810126582278,0,0.022248762806664,0.001993500897586,13.1459448815993,16.7777777777778,5,0.222222222222222,0.111111111111111,25.8888888888889,1.67646866140918,55.6685254,3.76880952626625,1.85,0.03281071791163,0.01163961779731,1.35,0.015713484026368,0.15,1.35,0.015713484026368,0.3,0.158024691358025,0.032177777777778,0.032177777777778,647447.318024425,1584.77888888889,113.929175781375,0.8,0,1,36.5644614
"Violation: Tg >= Tx","CMA",845,984,1398,,,845,984,1398,0.43869817209095,0.604434907010014,139,13,28,15,24.766,2.975688,24,49,73,24,57.682,5.045616,49,26.9815386,58.933195,31.9516564,53.0757606132,6.3244750432176,51.9961,933.47,2180,1246.53,1766.66264,203.80136352,1728,6,13,7,8.782,1.582416,6,3,4,1,3.888,0.198912,4,121,139,18,129.214,5.581968,124,1.61,1.91,0.3,1.79648,0.10236864,1.66,1,1,1.778,0.345432,1,1,1,0.112,0.198912,0,0,8,8,5.772,1.635696,5,0,0,0,0,0,3,10,7,7.662,1.782216,6,1,1,0.222,0.345432,0,5,5,0.56,0.99456,0,0,5,5,3.108,1.236096,2,0,0,0,0,0,2,6,4,3.89,1.23432,2,10.245,16.48,6.235,11.27743,1.16537568,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.9445053714,0.7859347261968,0,194,229,35,219.894,11.496936,194,5,0.45790828776077,0.356134359922489,0.293407895745,0.270701360184159,0.255017844027994,1.778,0.112,5.772,0,0.232054293918037,0.014617593317672,0.753328112764291,0,0.022248762806664,0.003149098222827,13.1510344977664,15.662,5,0.222,0.112,24.766,1.61305756068406,53.0757606132,3.49612885539903,1.79648,0.048872183432624,0.013069602023601,1.361,0.017787728354121,0.15,1.361,0.017787728354121,0.3,0.24125184,0.0507552384,0.0507552384,457754.550200229,1766.66264,131.525176299029,0.8,0,1,31.9516564
"Violation: Tg >= Tx","CMA",807,833,1239,,,807,833,1239,0.40713587487781,0.651331719128329,26,13,28,15,24.2727272727273,2.97520661157025,22,43,73,30,55,6.54545454545455,43,26.9815386,58.933195,31.9516564,52.1500844181818,6.18957881652893,47.867,933.47,2180,1246.53,1799.04272727273,194.498842975207,1728,4,13,9,7.90909090909091,2.11570247933884,4,3,4,1,3.90909090909091,0.165289256198347,4,121,160,39,134.818181818182,10.6776859504132,124,1.54,1.91,0.37,1.75,0.134545454545455,1.54,1,1,1.81818181818182,0.297520661157025,1,1,1,0.090909090909091,0.165289256198347,0,0,8,8,5.09090909090909,2.08264462809917,2,0,0,0,0,0,3,10,7,7,2.18181818181818,4,1,1,0.181818181818182,0.297520661157025,0,5,5,0.454545454545455,0.826446280991735,0,0,8,8,4,1.81818181818182,2,0,0,0,0,0,2,8,6,4.63636363636364,1.78512396694215,2,10.245,16.69,6.445,12.2572727272727,2.3796694214876,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.77355476969697,0.76800889476584,0,194,229,35,215.181818181818,15.404958677686,194,6,0.416597790450531,0.313474294580248,0.251172732360209,0.228869032300951,0.213571251426933,1.81818181818182,0.090909090909091,5.09090909090909,0,0.25974025974026,0.012987012987013,0.727272727272727,0,0.033645949486531,0.004985187264011,14.6979866791612,15,6,0.181818181818182,0.090909090909091,24.2727272727273,1.42379209701541,52.1500844181818,3.0381073768694,1.75,0.059195711258544,0.011268352827652,1.36818181818182,0.015417155459651,0.15,1.36818181818182,0.015417155459651,0.37,0.314049586776859,0.080654545454545,0.080654545454545,327846.445496002,1799.04272727273,108.899535756207,0.833333333333333,0,1,31.9516564
"Violation: Tg >= Tx","CMA",845,984,1398,,,845,984,1398,0.43869817209095,0.604434907010014,139,13,28,15,24.7777777777778,2.96296296296296,24,49,73,24,57.6666666666667,5.03703703703704,49,26.9815386,58.933195,31.9516564,53.1018809555556,6.29597872592592,51.9961,933.47,2180,1246.53,1767.49666666667,202.893333333333,1728,6,13,7,8.77777777777778,1.58024691358025,6,3,4,1,3.88888888888889,0.197530864197531,4,121,139,18,129.222222222222,5.58024691358025,124,1.61,1.91,0.3,1.79666666666667,0.102222222222222,1.66,1,1,1.77777777777778,0.345679012345679,1,1,1,0.111111111111111,0.197530864197531,0,0,8,8,5.77777777777778,1.62962962962963,5,0,0,0,0,0,3,10,7,7.66666666666667,1.77777777777778,6,1,1,0.222222222222222,0.345679012345679,0,5,5,0.555555555555556,0.987654320987655,0,0,5,5,3.11111111111111,1.23456790123457,2,0,0,0,0,0,2,6,4,3.88888888888889,1.23456790123457,2,10.245,16.48,6.235,11.2722222222222,1.15728395061729,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.945450822222222,0.78588104691358,0,194,229,35,219.888888888889,11.5061728395062,194,5,0.458122847290851,0.35639270333287,0.293680717557935,0.270967443649263,0.25527253251331,1.77777777777778,0.111111111111111,5.77777777777778,0,0.231884057971014,0.014492753623188,0.753623188405797,0,0.022248762806664,0.003143625079287,13.1459448815993,15.6666666666667,5,0.222222222222222,0.111111111111111,24.7777777777778,1.60398832285548,53.1018809555556,3.47537960279137,1.79666666666667,0.048832739922517,0.013018322081095,1.36111111111111,0.017719382832602,0.15,1.36111111111111,0.017719382832602,0.3,0.240987654320988,0.050666666666667,0.050666666666667,458593.692591158,1767.49666666667,131.000311039537,0.8,0,1,31.9516564
"Violation: Tg >= Tx","CMA",821,926,1353,,,821,926,1353,0.425942962281509,0.60679970436068,105,13,29,16,25.2,2.92,24,49,73,24,58.3,5.16,49,26.9815386,63.546,36.5644614,54.14629286,6.29302799599999,51.9961,933.47,2180,1246.53,1726.524,232.3616,1728,6,13,7,9,1.6,6,3,4,1,3.9,0.18,4,121,139,18,129.5,5.3,124,1.61,1.91,0.3,1.807,0.0982,1.66,1,1,1.7,0.42,1,1,1,0.1,0.18,0,0,10,10,6.2,1.8,5,0,0,0,0,0,3,11,8,8,1.8,6,1,1,0.3,0.42,0,5,5,0.5,0.9,0,0,5,5,2.8,1.44,2,0,0,0,0,0,1,6,5,3.6,1.4,2,10.245,16.48,6.235,11.252,1.0456,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.85090574,0.782929008,0,194,229,35,220.4,10.56,194,6,0.424264068711929,0.323961180127748,0.264721168070537,0.243938554257846,0.229750886292703,1.7,0.1,6.2,0,0.2125,0.0125,0.775,0,0.022248762806664,0.003067312681389,14.5342406235007,16,6,0.2,0.1,25.2,1.46942165493775,54.14629286,3.21041519311286,1.807,0.04469474242011,0.011810572356036,1.36,0.016062378404209,0.15,1.36,0.016062378404209,0.3,0.234,0.049444,0.049444,507517.90425009,1726.524,127.393509122247,0.833333333333333,0,1,36.5644614
"Violation: Tg >= Tx","CMA",812,918,1357,,,812,918,1357,0.423236514522822,0.598378776713338,106,13,29,16,25.4148296593186,2.92508865426243,24,43,73,30,58.2705410821643,5.56413428058522,49,26.9815386,63.546,36.5644614,54.7365902022044,6.33760718127638,51.9961,933.47,2180,1246.53,1701.31774549098,255.894703535327,1357.77,4,13,9,9.00200400801603,1.75575600097992,6,3,4,1,3.91182364729459,0.160802567057964,4,121,160,39,130.784569138277,5.78284826165357,124,1.54,1.91,0.37,1.80569138276553,0.104240545218694,1.66,1,1,1.64929859719439,0.455419857751575,1,1,1,0.088176352705411,0.160802567057964,0,0,10,10,6.38276553106212,2.05220059357191,5,0,0,0,0,0,3,11,8,8.12024048096192,1.97770290079156,6,1,1,0.350701402805611,0.455419857751575,0,5,5,0.440881763527054,0.804012835289818,0,0,8,8,2.73547094188377,1.69967188886792,0,0,0,0,0,0,1,8,7,3.52705410821643,1.60662005373472,1,10.245,16.69,6.445,11.429373747495,1.25967340492609,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.746035381930528,0.759992116882395,0,194,229,35,219.879759519038,10.8912815611182,194,7,0.403415823100689,0.30252320765289,0.24225000805689,0.220729981692468,0.205974514313245,1.64929859719439,0.088176352705411,6.38276553106212,0,0.203109575518263,0.010858835143139,0.786031589338598,0,0.033645949486531,0.003496756330385,15.4484983239923,16.1202404809619,7,0.175350701402806,0.035070140280561,25.4148296593186,1.40098022376528,54.7365902022044,3.11854720922355,1.80569138276553,0.042815831572309,0.010472985928687,1.36047094188377,0.014248193030736,0.15,1.36047094188377,0.014248193030736,0.37,0.24736888606873,0.05645480138634,0.05645480138634,465554.810112037,1701.31774549098,125.927592737072,0.857142857142857,0,1,36.5644614
"Violation: Tg >= Tx","CMA",819,923,1352,,,819,923,1352,0.425149700598802,0.605769230769231,104,13,29,16,25.4498997995992,2.8758920646905,24,46,73,27,58.375751503006,5.47178525387448,49,26.9815386,63.546,36.5644614,54.844413348497,6.18635226663748,51.9961,933.47,2183,1249.53,1709.80471943888,260.367798020891,1357.77,5,13,8,9.03707414829659,1.72497299207634,6,3,4,1,3.91182364729459,0.160802567057964,4,121,153,32,130.539078156313,5.56736719932852,124,1.61,1.91,0.3,1.80884769539078,0.09981285215722,1.66,1,1,1.64929859719439,0.455419857751575,1,1,1,0.088176352705411,0.160802567057964,0,0,10,10,6.41783567134269,2.01530315139297,5,0,0,0,0,0,3,11,8,8.15531062124249,1.94080545861262,6,1,1,0.350701402805611,0.455419857751575,0,5,5,0.440881763527054,0.804012835289818,0,0,7,7,2.70040080160321,1.66888887996434,0,0,0,0,0,0,1,7,6,3.49198396793587,1.56972261155578,1,10.245,16.48,6.235,11.3003156312625,1.03336909289521,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.746034591683367,0.759992671163971,0,194,229,35,221.107214428858,9.5065381263529,194,7,0.403415823100689,0.30252320765289,0.24225000805689,0.220729981692468,0.205974514313245,1.64929859719439,0.088176352705411,6.41783567134269,0,0.202236146946799,0.010812139083426,0.786951713969775,0,0.022248762806664,0.003153427704092,15.4484983239923,16.1553106212425,7,0.175350701402806,0.035070140280561,25.4498997995992,1.39564240412263,54.844413348497,3.10367380198478,1.80884769539078,0.042041805304384,0.010506983548269,1.35871743486974,0.014276021734923,0.15,1.35871743486974,0.014276021734923,0.3,0.235681182003285,0.050842384167132,0.050842384167132,519525.50563437,1709.80471943888,126.487019294784,0.857142857142857,0,1,36.5644614
"Violation: Tg >= Tx","CMA",803,848,1267,,,803,848,1267,0.409661835748792,0.633780584056827,45,13,28,15,24.4442111577684,2.89561619769627,24,49,73,24,57.1541691661668,5.44480617973586,49,26.9815386,58.933195,31.9516564,52.598621260168,6.34366884290679,51.9961,933.47,2180,1246.53,1697.35348830234,245.640677544155,1519,6,13,7,8.59838032393521,1.68851094808033,6,3,4,1,3.88032393521296,0.210707408608261,4,121,139,18,130.683563287343,6.32048293400708,124,1.55,1.91,0.36,1.74733053389322,0.133107936301162,1.55,1,1,1.82393521295741,0.290131955612477,1,1,1,0.119676064787043,0.21070740860826,0,0,8,8,5.45800839832034,1.62894253782717,5,0,0,0,0,0,3,10,7,7.40161967606479,1.68851094808033,6,1,1,0.176064787042591,0.290131955612477,0,5,5,0.598380323935213,1.0535370430413,0,0,5,5,3.34523095380924,1.39594978424831,2,0,0,0,0,0,2,6,4,4.11967606478704,1.18281316742051,2,10.245,16.48,6.235,11.2988686573036,1.24011482047742,10.245,0,0,0,0,0,0,2.1106628,2.1106628,0.749127290865275,0.760909549204659,0,194,229,35,219.54199160168,9.88920104401435,194,6,0.411480748838482,0.307242408728933,0.244315660991567,0.221999355794253,0.20689595530939,1.82393521295741,0.119676064787043,5.45800839832034,0,0.246423795437047,0.016168902216639,0.737407302346314,0,0.031880743083437,0.00480346507706,14.825566454329,15.4016196760648,6,0.176064787042591,0.119676064787043,24.4442111577684,1.60029591729581,52.598621260168,3.50739384308258,1.74733053389322,0.057370237110395,0.013071381120995,1.36444211157768,0.017835142857966,0.15,1.36444211157768,0.017835142857966,0.36,0.308965712556349,0.077667236654649,0.077667236654649,324000.544127551,1697.35348830234,130.953118309814,0.833333333333333,0,1,31.9516564
