Tg,Tx,Tl,Rc,Dmax,Phase
636.1,682,995,125,5,MMG
644.3,677.1,1056.7,NAN,1.5,MMG
652,684.3,1101.3,1.06102,0.75,MMG
636.8,680,1154,5.06102,2,MMG
586,676.8,1121.1,NAN,2,MMG
614,678,NAN,0.1,73,MMG
613,684,1001,NAN,4,MMG
610,684,1005,NAN,5,MMG
611,683,1005,NAN,5,MMG
575,676,1006,NAN,7,MMG
580,684,NAN,0.067,80,MMG
635,645,NAN,NAN,10,MMG
636,670,1097,NAN,2,MMG
613,677,1056,NAN,1.5,MMG
641.1,690,1005,NAN,5,MMG
634,678.1,1111.1,NAN,2,MMG
636,640,NAN,NAN,1,MMG
640,645,NAN,NAN,1,MMG
640,672,NAN,NAN,1,MMG
642,648,NAN,NAN,1,MMG
NAN,669,NAN,NAN,1,MMG
382,NAN,NAN,10,NAN,MMG
402.0,417,705,NAN,1.5,MMG
367,469,725,NAN,5,MMG
395,402,743,NAN,1.5,MMG
399,410,760,NAN,1.5,MMG
416.0,551,703,NAN,1.5,MMG
417,626,NAN,NAN,NAN,MMG
469.0,509,810,NAN,NAN,MMG
NAN,585,826,NAN,5,MMG
NAN,NAN,NAN,4000,NAN,MMG
662,NAN,NAN,NAN,NAN,MMG
590,760,NAN,NAN,NAN,MMG
415,657,NAN,NAN,NAN,MMG
351,437,675,NAN,NAN,MMG
353,391,NAN,NAN,5,MMG
998,389,NAN,NAN,5,MMG
1003,1038,NAN,NAN,2,MMG
1005,1038,NAN,NAN,2,MMG
991,1035,NAN,NAN,2,MMG
980,1027,NAN,NAN,2,MMG
993,1004,NAN,NAN,NAN,MMG
812,1032,NAN,NAN,2,MMG
805,808,1206,NAN,NAN,MMG
799.0,826,1209,NAN,NAN,CMA
819,822,1206,NAN,NAN,CMA
807.0,882,1218,NAN,NAN,CMA
853.0,1124,1240,NAN,NAN,CMA
614,937,1440,NAN,NAN,CMA
604,680,NAN,NAN,NAN,CMA
617,662,NAN,NAN,NAN,MMG
622,672,NAN,NAN,NAN,MMG
612,677,NAN,NAN,NAN,MMG
619,674,1001,NAN,3,MMG
582,686,NAN,NAN,NAN,MMG
656.0,666,982,NAN,3,MMG
678,719,NAN,NAN,NAN,MMG
664,733,1103,NAN,3,MMG
672,735,NAN,NAN,NAN,MMG
631,734,NAN,NAN,NAN,MMG
650.2,711,NAN,NAN,NAN,MMG
661,698.5,NAN,NAN,1.5,MMG
589,708,NAN,NAN,NAN,MMG
655,671,1230,NAN,5,MMG
670,707,NAN,NAN,NAN,MMG
689,708,1226,NAN,NAN,MMG
NAN,768,1523,NAN,NAN,MMG
NAN,NAN,NAN,NAN,2,MMG
NAN,NAN,NAN,NAN,7,MMG
NAN,NAN,NAN,NAN,8,MMG
593,NAN,NAN,NAN,10,MMG
598,689,1145,NAN,3,MMG
602,685,1138,NAN,3,MMG
594,702,1129,NAN,3,MMG
615,706,1124,NAN,3,MMG
621,714,1138,NAN,3,MMG
604,716,1142,NAN,3,MMG
590,679,1132,NAN,3,MMG
610,674,1055,NAN,3,MMG
597,699,1123,NAN,3,MMG
599,668,1057,NAN,3,MMG
603,684,1214,NAN,6,MMG
598,709,1200,NAN,9,MMG
596,698,1180,NAN,10,MMG
592,706,1164,NAN,11,MMG
589,701,1244,NAN,7,MMG
601,705,1256,NAN,4,MMG
604,887,1409,NAN,NAN,MMG
604,639,1171,NAN,NAN,MMG
639.0,666,1171,NAN,5,MMG
660,715,1189,NAN,6,MMG
672,709,1184,NAN,4,MMG
669,723,1231,NAN,4,MMG
683,718,1191,NAN,6,MMG
687,740,1272,NAN,3,MMG
613,747,1279,NAN,3,MMG
611,701,1132,NAN,3,MMG
642,718,1221,NAN,12,MMG
634,709,1158,NAN,15,MMG
640,701,1244,NAN,13,MMG
629,698,1240,NAN,12,MMG
621,667,1013,NAN,NAN,MMG
622,668,1009,NAN,NAN,MMG
641,662,1009,NAN,NAN,MMG
680.0,688,1167,NAN,1,MMG
621,733,1207,NAN,NAN,MMG
622,668,1009,NAN,8,MMG
629,662,1009,NAN,6,MMG
604,667,1013,NAN,6,MMG
602,705,1246,NAN,7,MMG
599,699,1221,NAN,8,MMG
605,708,1188,NAN,7,MMG
605,NAN,NAN,NAN,10,MMG
602,700,1132,NAN,3,MMG
613,712,1097,NAN,3,MMG
633,723,1097,NAN,3,MMG
688,728,1101,NAN,3,MMG
NAN,733,1207,NAN,2,MMG
NAN,732.37,NAN,NAN,NAN,MG
NAN,710.15,NAN,NAN,NAN,MG
NAN,756.9,NAN,NAN,NAN,MG
NAN,779.17,NAN,NAN,NAN,MG
634,798.46,NAN,NAN,NAN,MG
NAN,734,1096,NAN,3,MG
628,NAN,NAN,NAN,1,MMG
658,686,NAN,NAN,25,MMG
683,711,NAN,NAN,1.5,MMG
726,729,NAN,NAN,3,MMG
673,800,1310,NAN,1,MMG
630,720,1225,NAN,1.5,MMG
673,708,NAN,NAN,12,MMG
654,720,1225,NAN,NAN,MMG
613,704,1095,NAN,NAN,MMG
680,720,1128,NAN,12,MMG
602,741,1142,NAN,5,MMG
615,652,1108,NAN,6,MMG
622,666,1093,NAN,10,MMG
635,675,1122,NAN,7,MMG
NAN,690,1136,NAN,6,MMG
677,NAN,NAN,NAN,10,MMG
677,726,1203,NAN,NAN,MMG
632,726,1203,NAN,2.5,MMG
636,701,1104,NAN,5,MMG
593.8,685,NAN,NAN,15,MMG
592.9,643.7,981.7,NAN,7,MMG
591.7,651.7,1008.2,NAN,7,MMG
606.9,651.6,1025.1,NAN,7,MMG
599,657.5,1037.7,NAN,7,MMG
616,660.4,1067.7,NAN,7,MMG
662.0,695,1000,NAN,3,MMG
683,749,1230,NAN,NAN,MMG
650,739,1169,NAN,1,MMG
644,692,1167,NAN,NAN,MMG
695,726,1040,NAN,3,MMG
709,749,1230,NAN,2,MMG
650,767,1240,NAN,2,MMG
666,692,1167,NAN,2,MMG
715.0,1091,1156,NAN,2,MMG
891.0,1076,1468,NAN,0,MMG
692.0,693.3,1167,NAN,2,CMA
693,757.5,1176,NAN,6,MMG
649,758,1176,NAN,NAN,MMG
649,699,1167,NAN,NAN,MMG
650,699,1167,NAN,3,MMG
634,692,1167,NAN,2,MMG
639,662,1006,NAN,3,MMG
646,666,1035,NAN,20,MMG
638,677,1045,NAN,3,MMG
673.0,681,1088,NAN,3,MMG
641,751,NAN,NAN,3,MMG
650,680,1167,NAN,1,MMG
666,692,1167,NAN,2,MMG
683,715,1156,NAN,2,MMG
739.0,1001,1169,NAN,1,MMG
842.0,1113,1426,NAN,NAN,MMG
906.0,944,1473,NAN,NAN,CMA
649,840,1348,NAN,NAN,CMA
699.0,864,1167,NAN,NAN,CMA
825.0,1017,1257,NAN,NAN,MMG
848.0,1131,1439,NAN,NAN,CMA
857,918,1479,NAN,NAN,CMA
810.0,848,1269,NAN,NAN,CMA
809.0,1162,1259,NAN,NAN,CMA
933.0,950,1494,NAN,NAN,CMA
822,841,1356,NAN,NAN,CMA
801.0,946,1231,NAN,NAN,CMA
821.0,827,1248,NAN,NAN,CMA
791.0,827,1254,NAN,NAN,CMA
790.0,841,1257,NAN,NAN,CMA
797.0,845,1267,NAN,NAN,CMA
779.0,823,1286,NAN,NAN,CMA
776.0,821,1273,NAN,NAN,CMA
791.0,830,1245,NAN,NAN,CMA
777.0,835,1282,NAN,NAN,CMA
792.0,859,1265,NAN,NAN,CMA
786.0,970,1312,NAN,NAN,CMA
862.0,883,1350,NAN,NAN,CMA
835.0,1007,1268,NAN,NAN,CMA
867.0,967,1394,NAN,NAN,CMA
858,864,1343,NAN,NAN,CMA
826.0,895,1247,NAN,NAN,CMA
826.0,884,1300,NAN,NAN,CMA
813.0,889,1304,NAN,NAN,CMA
812.0,959,1314,NAN,NAN,CMA
854.0,972,1346,NAN,NAN,CMA
860.0,883,1356,NAN,NAN,CMA
847.0,883,1251,NAN,NAN,CMA
847.0,871,1251,NAN,NAN,CMA
815.0,852,1283,NAN,NAN,CMA
826.0,844,1238,NAN,NAN,CMA
817.0,846,1240,NAN,NAN,CMA
816.0,845,1245,NAN,NAN,CMA
818.0,855,1240,NAN,NAN,CMA
812.0,913,1262,NAN,NAN,CMA
842.0,1164,1300,NAN,NAN,CMA
939.0,1160,1487,NAN,NAN,CMA
941.0,1124,1479,NAN,NAN,CMA
927.0,1148,1456,NAN,NAN,CMA
NAN,941,1464,NAN,NAN,CMA
NAN,NAN,NAN,NAN,NAN,CMA
NAN,NAN,NAN,NAN,NAN,MMG
698.4,NAN,NAN,NAN,NAN,MMG
1164,727.2,NAN,NAN,4.5,MMG
NAN,939,1487,NAN,NAN,MMG
NAN,NAN,NAN,NAN,NAN,CMA
NAN,NAN,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,3,MMG
681,NAN,NAN,NAN,NAN,MMG
596,751,NAN,NAN,15,MMG
NAN,643,NAN,NAN,5,MMG
NAN,600,1089,NAN,0.02,MMG
563.0,627,1011,NAN,NAN,MMG
624,653,1147,NAN,NAN,MMG
615,649,1135,NAN,NAN,MMG
617,636,1072,NAN,NAN,MMG
617,630,1118,NAN,NAN,MMG
548,638,1087,NAN,NAN,MMG
573.0,635,1005,NAN,NAN,MMG
621,683,1169,NAN,NAN,MMG
647.0,840,1070,NAN,NAN,MMG
829.0,1217,1254,NAN,NAN,MMG
1151,1271,NAN,NAN,NAN,CMA
1278,1173,NAN,NAN,NAN,MG
1048,1291,NAN,NAN,NAN,MG
985,1067,NAN,NAN,NAN,MG
969,1003,NAN,NAN,NAN,CMG
968,987,NAN,NAN,NAN,MG
984.0,1129,1595,NAN,NAN,CMG
1110,1180,NAN,NAN,NAN,CMG
1025,1167,NAN,NAN,NAN,MG
NAN,1119,NAN,NAN,NAN,MG
1166,NAN,NAN,NAN,NAN,MG
941.0,1144,1487,NAN,NAN,CMG
636,950,1446,NAN,NAN,CMA
633,690,1078,NAN,1.5,CMA
688,694,1060,NAN,2,MMG
898.4,946,1511,NAN,NAN,MMG
645,948.6,1412.6,NAN,2,MMG
645,760,1034,NAN,25,MMG
731.0,917.3,1010,NAN,25,MMG
918,978.8,1415.4,NAN,4,MMG
918,980,1411.5,NAN,4,MMG
917.3,980,1411.5,NAN,4,MMG
914.5,978.8,1415.4,NAN,4,MMG
381,973.7,1416,NAN,3,MMG
NAN,401,NAN,NAN,4,MMG
NAN,NAN,NAN,NAN,2,MMG
NAN,NAN,NAN,NAN,2,MMG
696,NAN,NAN,NAN,2,MMG
683,746,1201,NAN,2,MMG
645.9,729,1161,NAN,6,MMG
673.2,677.2,1036.6,NAN,6,MMG
672,706.9,1081.1,NAN,6,MMG
NAN,707.6,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,1.5,MMG
NAN,NAN,NAN,NAN,2.5,MMG
NAN,NAN,NAN,NAN,2,MMG
NAN,NAN,NAN,NAN,2,MMG
NAN,NAN,NAN,NAN,2,MMG
716.5,NAN,NAN,NAN,1.5,MMG
704,777.1,1164.4,NAN,NAN,MMG
700,731,1212,NAN,4,MMG
669,779,1131,NAN,25,MMG
642,728,1188,NAN,NAN,MMG
669,806,1153,NAN,20,MMG
668,727,1171,NAN,4,MMG
642,795,1153,NAN,25,MMG
755.0,781,1218,NAN,4,MMG
NAN,841,1320,NAN,2,MMG
NAN,NAN,NAN,NAN,0.5,MMG
NAN,NAN,NAN,NAN,1,MMG
NAN,NAN,NAN,NAN,16,MMG
765,NAN,NAN,NAN,8,MMG
761,811,1295,16.6,2,MMG
665,840,1245,16.5,2.5,MMG
741,755,1207,NAN,8,MMG
663,NAN,1198,NAN,18,CMG
679,743,NAN,NAN,4,MMG
664,752,NAN,NAN,4,MMG
663,736,NAN,NAN,5,MMG
667,734,1187,NAN,4,MMG
705.0,743,1205,NAN,8,MMG
750,792,1258,NAN,NAN,MMG
763,799,1258,NAN,NAN,MMG
770,812,1257,NAN,NAN,MMG
775,824,1256,NAN,NAN,MMG
757,828,1258,NAN,NAN,MMG
729,806,1258,NAN,NAN,MMG
735,780,1282,NAN,NAN,MMG
658.2,787,1260,NAN,NAN,MMG
634.3,690,1055.6,NAN,6,MMG
669.1,685.6,1053.5,NAN,6,MMG
632,724.6,1116.3,NAN,6,MMG
635,707,1182,NAN,NAN,MMG
705.0,743,1190,NAN,NAN,MMG
741,792,1261,NAN,NAN,MMG
669,792,1262,NAN,NAN,MMG
641,717,1143,NAN,NAN,MMG
715,723,1200,NAN,NAN,MMG
733,778,1192,NAN,NAN,MMG
665,788,1313,NAN,NAN,MMG
711,716,1114,NAN,NAN,MMG
713,800,1185,NAN,NAN,MMG
726,762,1159,NAN,NAN,MMG
727,793,1156,NAN,NAN,MMG
729,794,1139,NAN,NAN,MMG
741,795,1170,NAN,NAN,MMG
750,807,1232,NAN,NAN,MMG
747,790,1243,NAN,NAN,MMG
740,789,1238,NAN,NAN,MMG
748,786,1375,NAN,NAN,MMG
753,794,1245,NAN,NAN,MMG
750,802,1245,NAN,NAN,MMG
712,808,1244,NAN,NAN,MMG
709,739,1441,NAN,NAN,MMG
703,802,1194,NAN,NAN,MMG
704,784,1168,NAN,NAN,MMG
705,788,1167,NAN,NAN,MMG
680,780,1213,NAN,NAN,MMG
698,780,1149,NAN,NAN,MMG
700,778,1175,NAN,NAN,MMG
699,741,1158,NAN,NAN,MMG
686,769,1121,NAN,NAN,MMG
687,767,1169,NAN,NAN,MMG
688,746,1154,NAN,NAN,MMG
692,770,1156,NAN,NAN,MMG
692,779,1155,NAN,NAN,MMG
692,776,1175,NAN,NAN,MMG
702,795,1146,NAN,NAN,MMG
700,785,1162,NAN,NAN,MMG
690,763,1135,NAN,NAN,MMG
685,753,1169,NAN,NAN,MMG
687,750,1143,NAN,NAN,MMG
630,752,1143,NAN,NAN,MMG
647,689,1200,NAN,NAN,MMG
411,643,1274,NAN,NAN,MMG
430,483,856,NAN,NAN,MMG
490.0,618,901,NAN,NAN,MMG
602,691,1036,NAN,NAN,MMG
614,733,1138,NAN,NAN,MMG
574,687,998,NAN,NAN,MMG
653.0,698,1243,NAN,NAN,MMG
NAN,765,1125,NAN,10,MMG
696.7,NAN,NAN,NAN,8,MMG
640,774.2,1196.8,NAN,4,MMG
631,710,1220,NAN,1.5,MMG
630,705,1205,NAN,8,MMG
689.0,710,1200,NAN,1.5,MMG
641,776,1151,NAN,10.4,MMG
665,707,1179,NAN,6,MMG
700,745,1227,NAN,NAN,MMG
690,761,1152,NAN,12,MMG
702,791,1143,NAN,25,MMG
670,772,1166,NAN,15,MMG
690,771,1146,NAN,25,MMG
680,784,1148,NAN,20,MMG
668,780,1148,NAN,15,MMG
652,723,1188,NAN,3,MMG
661,NAN,NAN,NAN,NAN,MMG
657,NAN,NAN,NAN,NAN,MMG
NAN,724,1166,NAN,2,MMG
NAN,NAN,NAN,NAN,8,MMG
NAN,NAN,NAN,NAN,8,MMG
NAN,NAN,NAN,NAN,8,MMG
668.2,NAN,NAN,NAN,1.5,MMG
690,750.7,1179.9,NAN,4,MMG
719.4,757,1158,NAN,5.2,MMG
651,783.6,NAN,NAN,NAN,MMG
633,751,1186,NAN,3,MMG
687,706,1175,NAN,8,MMG
674.0,737,1095,NAN,4,MMG
690,815,1285,NAN,5,MMG
675,753,1169,NAN,4.5,MMG
679,752,1352,NAN,NAN,MMG
651,757,1143,NAN,NAN,MMG
666,751,1186,NAN,NAN,MMG
650,782,1211,NAN,NAN,MMG
648.0,658,1303,NAN,NAN,MMG
655,740,1188,NAN,NAN,MMG
591,767,1170,NAN,NAN,MMG
574,652,1276,NAN,NAN,MMG
575,654,1236,NAN,NAN,MMG
652,683,1134,NAN,0.68,MMG
631,723,1364,NAN,NAN,MMG
625,669,1087,NAN,NAN,MMG
631,674,1095,NAN,4,MMG
669.0,716,1087,NAN,3,MMG
683,746,1274,NAN,NAN,MMG
666,750,1294,NAN,5,MMG
631,768,1153,NAN,20,MMG
669.0,680,1087,NAN,3,MMG
668.0,683,1334,NAN,NAN,MMG
676,766,1207,NAN,NAN,MMG
670,738,1159,NAN,NAN,MMG
573,757,1376,NAN,NAN,MMG
639,662,1250,NAN,NAN,MMG
640,684,1065,NAN,NAN,MMG
644,716,1067,NAN,NAN,MMG
422,738,1073,NAN,NAN,MMG
474.0,700,919,NAN,NAN,MMG
696,738,1181,NAN,9,MMG
677,750,1145,NAN,10,MMG
415,720,1145,NAN,NAN,MMG
419,470,920,NAN,NAN,MMG
416,470,921,NAN,NAN,MMG
417,471,922,NAN,NAN,MMG
414,471,922,NAN,NAN,MMG
471.0,699,908,NAN,NAN,MMG
660,794,1140,NAN,30,MMG
625,729.8,1209,NAN,4,MMG
707.0,708,1171,NAN,10,MMG
677,797,1238,NAN,4,MMG
679,742,1234,NAN,NAN,MMG
665,742,1230,NAN,NAN,MMG
690,736,1237,NAN,NAN,MMG
736,741,1217,NAN,NAN,MMG
701,796,1283,NAN,NAN,MMG
661,754,1233,NAN,NAN,MMG
715,755,1124,NAN,NAN,MMG
704,771,1258,NAN,NAN,MMG
738,744,1258,NAN,NAN,MMG
636,799,1238,NAN,NAN,MMG
696,718,1153,NAN,2,MMG
700,750,1145,NAN,NAN,MMG
704,738,1181,NAN,NAN,MMG
699,731,1212,NAN,NAN,MMG
699,794,1140,NAN,NAN,MMG
693,794,1140,NAN,NAN,MMG
694,788,1129,NAN,NAN,MMG
695,795,1155,NAN,NAN,MMG
695,779,1131,NAN,NAN,MMG
692,796,1187,NAN,NAN,MMG
687,794,1147,NAN,NAN,MMG
705,797,1131,NAN,NAN,MMG
705,778,1123,NAN,NAN,MMG
705,806,1169,NAN,NAN,MMG
705,795,1153,NAN,NAN,MMG
710,799,1153,NAN,NAN,MMG
711,765,1272,NAN,NAN,MMG
723,786,1154,NAN,NAN,MMG
709,813,1159,NAN,NAN,MMG
710,796,1155,NAN,NAN,MMG
707,775,1228,NAN,NAN,MMG
708,777,1131,NAN,NAN,MMG
706,797,1238,NAN,NAN,MMG
713,799,1213,NAN,NAN,MMG
714,806,1153,NAN,NAN,MMG
715,787,1112,NAN,NAN,MMG
696,755,1218,NAN,NAN,MMG
707,758,1151,NAN,NAN,MMG
709,765,1150,NAN,NAN,MMG
709,759,1209,NAN,NAN,MMG
719,752,1146,NAN,NAN,MMG
745,799,1111,NAN,NAN,MMG
732,800,1361,NAN,NAN,MMG
709,780,1390,NAN,NAN,MMG
722,815,1117,NAN,NAN,MMG
675,800,1132,NAN,NAN,MMG
658,729,NAN,NAN,5,MMG
703.5,768,1186,NAN,6,MMG
700.1,767.2,NAN,NAN,NAN,MMG
679.7,765.3,NAN,NAN,NAN,MMG
662,746.2,NAN,NAN,NAN,MMG
662,740,1185,NAN,6,MMG
662,732,1165,NAN,10,MMG
661,716,1153,NAN,8,MMG
704,705,1149,NAN,3,MMG
692,731,1212,NAN,4,MMG
687,794,1147,NAN,20,MMG
706,797,1131,NAN,25,MMG
694,799,1213,NAN,9,MMG
709,795,1155,NAN,20,MMG
695,796,1155,NAN,20,MMG
695,779,1131,NAN,25,MMG
705,796,1187,NAN,15,MMG
693,795,1153,NAN,25,MMG
723,788,1129,NAN,30,MMG
715,813,1159,NAN,15,MMG
709,755,1218,NAN,4,MMG
705,759,1209,NAN,9,MMG
705,799,1153,NAN,20,MMG
699,806,1169,NAN,10,MMG
713,794,1140,NAN,30,MMG
707,806,1153,NAN,20,MMG
649,765,1150,NAN,10,MMG
723,772,1177.2,NAN,4,MMG
680.3,827.8,1169.2,NAN,4,MMG
650,764.2,1154,NAN,4,MMG
668,689,1143,NAN,2,MMG
670,766,1069,NAN,5,MMG
676,728,1179,NAN,3,MMG
677,746,1127,NAN,3,MMG
694,746,1124,NAN,3,MMG
697,751,1163,NAN,3,MMG
650,756,1180,NAN,3,MMG
652,723,1153,NAN,2,MMG
656,707,1158,NAN,2,MMG
671,706,1174,NAN,2,MMG
676.7,703,1206,NAN,2,MMG
683,720,1145.2,NAN,10,MMG
726.0,737,1156,NAN,10,MMG
714,784,1143,NAN,9,MMG
650,787,1112,NAN,5,MMG
627,770,1173,NAN,20,MMG
719,738,NAN,NAN,0.04,MMG
724,780,1158,NAN,7,MG
718.9,778.5,1166.7,NAN,NAN,MMG
725.3,768.3,1164.6,NAN,NAN,MMG
725.7,761.1,1164.9,NAN,NAN,MMG
668.3,756.5,1160.4,NAN,NAN,MMG
667.3,753,1180.4,NAN,5,CMG
665.5,754.6,1182,NAN,8,MMG
664.7,748.9,1201.6,NAN,6,MMG
656,741.5,1207.9,NAN,4,MMG
665,735,1167,NAN,16,MMG
668,750,1159,NAN,NAN,MMG
651,766,1069,NAN,NAN,MMG
657,770,1184,NAN,NAN,MMG
657,736,1168,NAN,NAN,MMG
658,760,1195,NAN,NAN,MMG
585,757,1196,NAN,NAN,MMG
598,645,1277,NAN,NAN,MMG
574,658,1276,NAN,NAN,MMG
575,658,1243,NAN,NAN,MMG
610,650,1229,NAN,NAN,MMG
666.0,674.65,1027,NAN,NAN,MMG
656.5,746.25,NAN,NAN,NAN,MMG
695,735.6,1167.6,NAN,16,MMG
703,754,1292,NAN,NAN,MMG
706,776,1127,NAN,NAN,MMG
640,776,1128,NAN,NAN,MMG
607,713,1277,NAN,NAN,MMG
610,678,1060,NAN,NAN,MMG
611,682,1023,NAN,NAN,MMG
617,678,1018,NAN,NAN,MMG
620,685,1037,NAN,NAN,MMG
675.0,722,1057,NAN,NAN,MMG
658,800,1132,NAN,3,MMG
NAN,751,1071,NAN,8,MMG
NAN,NAN,NAN,NAN,1.6,MMG
NAN,NAN,NAN,NAN,1.6,MMG
NAN,NAN,NAN,NAN,1.6,MMG
656,NAN,NAN,NAN,3,MMG
625,724,1072,NAN,8,MMG
663.3,739,1206,NAN,10,MMG
647,732.2,1164.3,NAN,6.5,MMG
663.3,709.5,1164.8,NAN,4,MMG
643,732.2,1164.3,NAN,6.5,MMG
679,708,1160,NAN,2,MMG
693,777,1223,NAN,NAN,MMG
647,773,1218,NAN,NAN,MMG
657.9,709.5,1164.8,NAN,4,MMG
690,717.3,1158.5,NAN,5,MMG
636,739,1253,NAN,NAN,MMG
661,757,1271,NAN,NAN,MMG
658,759,1202,NAN,NAN,MMG
730,747,1230,NAN,NAN,MMG
NAN,779,1242,NAN,NAN,MMG
677,NAN,NAN,NAN,NAN,MMG
731,750,NAN,NAN,10,MMG
662,780,1233,NAN,NAN,MMG
629,712,1092,NAN,NAN,MMG
639,680,1047,NAN,NAN,MMG
635,683,1076,NAN,NAN,MMG
652,687,1061,NAN,NAN,MMG
638,724,1196,NAN,NAN,MMG
658,691,1075,NAN,NAN,MMG
633,761,1141,NAN,NAN,MMG
705,801,NAN,NAN,5,MMG
657.9,717.3,1158.5,NAN,5,MMG
671,750,1309,NAN,NAN,MMG
658,745,1121,NAN,NAN,MMG
640,745,1188,NAN,NAN,MMG
635,677,1064,NAN,NAN,MMG
712,758,1211,NAN,NAN,MMG
710,804,1109,NAN,NAN,MMG
653,704,1142,NAN,NAN,MMG
642,685,1087,NAN,NAN,MMG
637,686,1071,NAN,NAN,MMG
633,682,1074,NAN,NAN,MMG
643,694,1107,NAN,NAN,MMG
NAN,NAN,NAN,NAN,NAN,MMG
653,733,1127,NAN,NAN,MMG
NAN,NAN,NAN,NAN,5,MMG
658.4,729.9,1165.8,NAN,6,MMG
682,742,1115,NAN,11.2,MMG
655,720,1126,10,NAN,MMG
669,756,1143,NAN,NAN,MMG
669,754,1157,NAN,NAN,MMG
675,727,1090,NAN,10,MMG
775,NAN,1337,10,12,MMG
697,813,1129,NAN,35,MMG
727,780,1137,NAN,9,MMG
722,779,1116,NAN,9,MMG
709,767,1112,NAN,9,MMG
672.3,743.8,1172.2,NAN,7.5,MMG
658,714,1173,NAN,NAN,MMG
747,806,1220,NAN,16,MMG
NAN,NAN,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,12,MMG
NAN,NAN,NAN,NAN,8,MMG
628,683,997,NAN,NAN,MMG
629,727,992,NAN,3,MMG
649,NAN,1157,NAN,20,MMG
669.9,737.5,1154.6,NAN,5.5,MMG
669.9,737.5,1154.6,NAN,5.5,MMG
628,683,997,NAN,5,MMG
650,700,951,NAN,5,MMG
705,811,NAN,NAN,73,MMG
625,705,1001,NAN,6,MMG
652,728,1193,NAN,NAN,MMG
663,747,1189,NAN,5,MMG
NAN,NAN,NAN,NAN,10,MMG
NAN,NAN,NAN,NAN,NAN,MMG
623,705,NAN,8,50,MMG
671,729,NAN,1.2,16,MMG
658,720,NAN,NAN,7,MMG
656,717,NAN,NAN,5,MMG
664,721,1145,NAN,6,MMG
665,736,1146,NAN,16,MMG
671,739,1148,NAN,20,MMG
681,741,1145,NAN,18,MMG
664,751,1191,NAN,4,MMG
656,753,1175,NAN,4,MMG
653,733,1029,NAN,5,MMG
658,743,1181,NAN,10,MMG
739,813,1275,NAN,10,MMG
740,805,1246,NAN,16,MMG
753,806,1222,NAN,14,MMG
NAN,NAN,NAN,NAN,8,MMG
737,815,1285,NAN,5,MMG
658.4,729.9,1165.8,NAN,6,MMG
NAN,NAN,NAN,NAN,NAN,MMG
707,736,1168,NAN,NAN,MMG
630,674,975,NAN,NAN,MMG
672.3,743.8,1172.2,NAN,7.5,MMG
643,695,NAN,NAN,5,MMG
664,751,1191,NAN,4,MMG
663,747,1189,NAN,5,MMG
658,743,1181,NAN,10,MMG
656,753,1175,NAN,4,MMG
630,674,975,NAN,5,MMG
670,712,1029,NAN,5,MMG
753,806,1222,NAN,14,MMG
739,813,1275,NAN,10,MMG
651,751,1186,NAN,3,MMG
679,NAN,NAN,NAN,14,MMG
725,NAN,1206,NAN,18,MMG
681,751,NAN,NAN,15,MMG
666,719,1150,NAN,6,MMG
665,729,1149,NAN,6,MMG
663,756,1149,NAN,6,MMG
660,760,1154,NAN,6,MMG
663,766,1152,NAN,6,MMG
821.0,914,1336,NAN,NAN,MMG
726.0,741,1226,NAN,NAN,CMA
818.0,899,1319,NAN,NAN,CMA
722.0,734,1220,NAN,NAN,CMA
755.0,829,1318,NAN,NAN,CMA
809.0,876,1300,NAN,NAN,CMA
620,677,993,NAN,50,CMA
705,781,1163,NAN,3,MMG
669,719,1206,NAN,2,MMG
662,692,1343,NAN,2,CMG
652,NAN,NAN,NAN,NAN,MMG
684,NAN,NAN,NAN,NAN,MMG
694,NAN,NAN,NAN,NAN,MMG
702,NAN,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,NAN,MMG
618.0,701,NAN,1.5,NAN,MMG
395,NAN,395,NAN,NAN,MMG
323.0,348,NAN,NAN,3,MMG
658.2,787,1260,NAN,NAN,MMG
634.3,690,1055.6,NAN,6,MMG
669.1,685.6,1053.5,NAN,6,MMG
715,771,1163,NAN,5,CMA
704,783,1242,NAN,20,CMA
702,782,1123,NAN,20,CMA
703,781,1125,NAN,20,CMG
709,774,1118,NAN,20,CMG
710,783,1208,NAN,20,CMG
711,785,1154,NAN,20,CMG
713,786,1159,NAN,20,MMG
738,770,1127,NAN,20,MMG
703,774,1155,NAN,20,CMA
701,764,1138,NAN,20,CMA
706,770,1218,NAN,20,CMG
707,762,1132,NAN,20,CMG
706,777,1129,NAN,20,CMG
705,778,1122,NAN,20,MMG
706,778,1127,NAN,20,MMG
707,779,1127,NAN,20,MMG
710,776,1228,NAN,20,MMG
703,775,1126,NAN,20,CMA
704,776,1130,NAN,20,MMG
710,778,1120,NAN,20,MMG
711,767,1129,NAN,20,CMG
703,758,1144,NAN,20,CMG
708,767,1242,NAN,20,CMG
722,794,NAN,NAN,8,CMG
623,672,996,NAN,25,MMG
575,670,840,NAN,72,MMG
422,482,727,NAN,20,MMG
419,459,687,NAN,35,MMG
663,755,1207,NAN,8,MMG
