Tg,Tx,Tl,Rc,Dmax,Phase
882.0,1080,1469,NAN,NAN,CMA
870.0,1041,1435,NAN,NAN,CMA
870.0,1041,1436,NAN,NAN,CMA
824.0,935,1362,NAN,NAN,CMA
871.0,1044,1439,NAN,NAN,CMA
883.0,1080,1469,NAN,NAN,CMA
843.0,1010,1439,NAN,NAN,CMA
872.0,1043,1436,NAN,NAN,CMA
872.0,1043,1436,NAN,NAN,CMA
872.0,1043,1436,NAN,NAN,CMA
872.0,1046,1439,NAN,NAN,CMA
872.0,1043,1436,NAN,NAN,CMA
872.0,1045,1439,NAN,NAN,CMA
815.0,906,1333,NAN,NAN,CMA
823.0,929,1355,NAN,NAN,CMA
823.0,929,1355,NAN,NAN,CMA
871.0,1043,1436,NAN,NAN,CMA
873.0,1048,1442,NAN,NAN,CMA
839.0,944,1349,NAN,NAN,CMA
846.0,1015,1439,NAN,NAN,CMA
872.0,1044,1436,NAN,NAN,CMA
846.0,1014,1439,NAN,NAN,CMA
848.0,1017,1439,NAN,NAN,CMA
872.0,1045,1439,NAN,NAN,CMA
828.15,863.77,NAN,NAN,NAN,MMG
851.29,871.24,NAN,NAN,NAN,MMG
887.0,1067,1445,NAN,NAN,CMA
839.0,1006,1438,NAN,NAN,CMA
891.0,1091,1469,NAN,NAN,CMA
894.0,1094,1468,NAN,NAN,CMA
895.0,1096,1469,NAN,NAN,CMA
887.0,1085,1468,NAN,NAN,CMA
867.0,1034,1432,NAN,NAN,CMA
865.0,1034,1434,NAN,NAN,CMA
832.0,994,1433,NAN,NAN,CMA
865.0,1059,1469,NAN,NAN,CMA
863.0,1032,1434,NAN,NAN,CMA
867.0,1035,1432,NAN,NAN,CMA
866.0,1033,1432,NAN,NAN,CMA
871.0,1043,1436,NAN,NAN,CMA
863.0,1057,1469,NAN,NAN,CMA
834.0,890,1280,NAN,NAN,CMA
830.0,975,1410,NAN,NAN,CMA
809.48,859.31,NAN,NAN,NAN,MMG
817.6,882.69,NAN,NAN,NAN,MMG
865.0,1059,1469,NAN,NAN,CMA
848.0,1017,1439,NAN,NAN,CMA
813.6,884.38,NAN,NAN,NAN,MMG
855.41,900.92,NAN,NAN,NAN,MMG
842.0,1001,1426,NAN,NAN,CMA
841.0,950,1356,NAN,NAN,CMA
840.0,944,1348,NAN,NAN,CMA
869.0,969,1337,NAN,NAN,CMA
812.0,914,1351,NAN,NAN,CMA
820.0,922,1349,NAN,NAN,CMA
820.0,925,1354,NAN,NAN,CMA
863.0,1057,1469,NAN,NAN,CMA
820.0,922,1349,NAN,NAN,CMA
866.0,1059,1469,NAN,NAN,CMA
818.08,855.15,NAN,NAN,NAN,MMG
803.39,879.72,NAN,NAN,NAN,MMG
839.04,897.45,NAN,NAN,NAN,MMG
824.64,895.41,NAN,NAN,NAN,MMG
798.2,846.26,NAN,NAN,NAN,MMG
818.14,872.62,NAN,NAN,NAN,MMG
834.0,1002,1441,NAN,NAN,CMA
844.0,1012,1439,NAN,NAN,CMA
873.0,1048,1439,NAN,NAN,CMA
898.0,1099,1469,NAN,NAN,CMA
897.0,1099,1470,NAN,NAN,CMA
869.0,1042,1439,NAN,NAN,CMA
898.0,1098,1467,NAN,NAN,CMA
845.0,984,1398,NAN,NAN,CMA
829.0,986,1427,NAN,NAN,CMA
973.0,1120,1435,NAN,NAN,CMA
918.0,1131,1479,NAN,NAN,CMA
884.0,1077,1462,NAN,NAN,CMA
898.0,1098,1467,NAN,NAN,CMA
827.0,904,1310,NAN,NAN,CMA
898.0,1099,1469,NAN,NAN,CMA
804.0,889,1326,NAN,NAN,CMA
797.0,841,1266,NAN,NAN,CMA
910.0,1123,1481,NAN,NAN,CMA
835.0,915,1314,NAN,NAN,CMA
934.0,1163,1494,NAN,NAN,CMA
821.0,923,1350,NAN,NAN,CMA
822.0,925,1351,NAN,NAN,CMA
821.0,906,1325,NAN,NAN,CMA
817.0,893,1312,NAN,NAN,CMA
831.0,894,1290,NAN,NAN,CMA
831.0,892,1289,NAN,NAN,CMA
835.0,904,1299,NAN,NAN,CMA
835.0,906,1301,NAN,NAN,CMA
805.0,893,1331,NAN,NAN,CMA
903.0,1105,1468,NAN,NAN,CMA
865.0,951,1319,NAN,NAN,CMA
814.0,856,1262,NAN,NAN,CMA
809.0,864,1281,NAN,NAN,CMA
944.0,1158,1471,NAN,NAN,CMA
820.0,923,1352,NAN,NAN,CMA
801.0,847,1270,NAN,NAN,CMA
776.0,820,1268,NAN,NAN,CMA
869.0,988,1364,NAN,NAN,CMA
820.0,909,1331,NAN,NAN,CMA
809.0,861,1278,NAN,NAN,CMA
866.0,982,1361,NAN,NAN,CMA
867.0,982,1359,NAN,NAN,CMA
809.0,861,1278,NAN,NAN,CMA
800.0,846,1270,NAN,NAN,CMA
856.0,965,1353,NAN,NAN,CMA
868.0,976,1349,NAN,NAN,CMA
802.0,849,1270,NAN,NAN,CMA
858.0,968,1353,NAN,NAN,CMA
867.0,958,1326,NAN,NAN,CMA
972.0,831,1258,NAN,NAN,CMA
860.0,967,1350,NAN,NAN,CMA
865.0,953,1322,NAN,NAN,CMA
820.0,889,1301,NAN,NAN,CMA
925.0,1133,1470,NAN,NAN,CMA
844.0,972,1381,NAN,NAN,CMA
794.0,832,1258,NAN,NAN,CMA
865.0,953,1321,NAN,NAN,CMA
848.0,1018,1441,NAN,NAN,CMA
939.0,1155,1476,NAN,NAN,CMA
910.0,1124,1483,NAN,NAN,CMA
797.0,834,1257,NAN,NAN,CMA
857.0,962,1347,NAN,NAN,CMA
859.0,951,1328,NAN,NAN,CMA
802.0,877,1312,NAN,NAN,CMA
797.0,834,1255,NAN,NAN,CMA
939.0,1155,1476,NAN,NAN,CMA
849.0,929,1313,NAN,NAN,CMA
791.0,828,1257,NAN,NAN,CMA
796.0,835,1259,NAN,NAN,CMA
796.0,831,1253,NAN,NAN,CMA
787.0,818,1248,NAN,NAN,CMA
844.0,931,1323,NAN,NAN,CMA
842.0,966,1377,NAN,NAN,CMA
939.0,1154,1475,NAN,NAN,CMA
811.0,904,1338,NAN,NAN,CMA
797.0,830,1249,NAN,NAN,CMA
849.0,928,1311,NAN,NAN,CMA
936.0,1172,1503,NAN,NAN,CMA
796.0,836,1259,NAN,NAN,CMA
941.0,1127,1438,NAN,NAN,CMA
872.0,1046,1441,NAN,NAN,CMA
942.0,1125,1432,NAN,NAN,CMA
784.0,817,1250,NAN,NAN,CMA
794.0,830,1256,NAN,NAN,CMA
797.0,830,1251,NAN,NAN,CMA
938.0,1149,1471,NAN,NAN,CMA
946.0,1175,1490,NAN,NAN,CMA
888.0,1088,1471,NAN,NAN,CMA
888.0,1089,1471,NAN,NAN,CMA
786.0,898,1370,NAN,NAN,CMA
920.0,1132,1477,NAN,NAN,CMA
868.0,976,1349,NAN,NAN,CMA
937.0,1172,1501,NAN,NAN,CMA
883,920,NAN,NAN,NAN,MMG
892,938,NAN,NAN,NAN,MMG
892,939,NAN,NAN,NAN,MMG
749.0,823,1318,NAN,NAN,CMA
886.0,1086,1470,NAN,NAN,CMA
827.0,875,1269,NAN,NAN,CMA
820.0,874,1279,NAN,NAN,CMA
853.0,955,1344,NAN,NAN,CMA
804.0,877,1309,NAN,NAN,CMA
830.0,884,1279,NAN,NAN,CMA
833.0,958,1381,NAN,NAN,CMA
922.0,1096,1426,NAN,NAN,CMA
774.0,808,1252,NAN,NAN,CMA
794.0,829,1254,NAN,NAN,CMA
854.0,962,1351,NAN,NAN,CMA
823.0,1150,1496,NAN,NAN,CMA
937.0,1121,1435,NAN,NAN,CMA
843.0,987,1405,NAN,NAN,CMA
736.0,800,1305,NAN,NAN,CMA
884.0,1086,1473,NAN,NAN,CMA
711.0,715,1207,NAN,NAN,CMA
801.0,925,1385,NAN,NAN,CMA
678,709,1149,NAN,NAN,CMA
685,732,1123,NAN,NAN,CMA
882.0,1080,1468,NAN,NAN,CMA
822.0,928,1355,NAN,NAN,CMA
853.0,1022,1439,NAN,NAN,CMA
872.0,1043,1436,NAN,NAN,CMA
843.0,948,1349,NAN,NAN,CMA
872.0,1045,1439,NAN,NAN,CMA
872.0,1046,1439,NAN,NAN,CMA
872.0,1043,1436,NAN,NAN,CMA
872.0,1046,1439,NAN,NAN,CMA
827.0,875,1270,NAN,NAN,CMA
828.0,973,1410,NAN,NAN,CMA
835.0,942,1353,NAN,NAN,CMA
811.0,902,1335,NAN,NAN,CMA
824.0,926,1348,NAN,NAN,CMA
872.0,1044,1436,NAN,NAN,CMA
822.0,928,1355,NAN,NAN,CMA
831.0,975,1408,NAN,NAN,CMA
796.0,834,1257,NAN,NAN,CMA
796.0,832,1255,NAN,NAN,CMA
796.0,836,1259,NAN,NAN,CMA
794.0,832,1258,NAN,NAN,CMA
941.0,1156,1474,NAN,NAN,CMA
852.0,932,1313,NAN,NAN,CMA
936.0,1117,1433,NAN,NAN,CMA
873.0,964,1325,NAN,NAN,CMA
875.0,1013,1389,NAN,NAN,CMA
808.0,837,1242,NAN,NAN,CMA
942.0,1125,1433,NAN,NAN,CMA
853.0,959,1349,NAN,NAN,CMA
942.0,1125,1434,NAN,NAN,CMA
795.0,900,1357,NAN,NAN,CMA
942.0,1125,1434,NAN,NAN,CMA
941.0,1124,1434,NAN,NAN,CMA
854.0,960,1350,NAN,NAN,CMA
938.0,1123,1437,NAN,NAN,CMA
935.0,1119,1437,NAN,NAN,CMA
937.0,1128,1445,NAN,NAN,CMA
869.0,975,1347,NAN,NAN,CMA
881.0,997,1358,NAN,NAN,CMA
889.0,1033,1394,NAN,NAN,CMA
891.0,1079,1453,NAN,NAN,CMA
943.0,1153,1468,NAN,NAN,CMA
945.0,1173,1490,NAN,NAN,CMA
NAN,NAN,NAN,NAN,NAN,MMG
NAN,NAN,NAN,250,NAN,MG
740,768,1191,NAN,NAN,MMG
712,755,1156,NAN,NAN,MMG
708,766,1186,NAN,5,MMG
705,781,1163,NAN,3,MMG
713,781,1205,NAN,10,MMG
736,779,1193,NAN,2,MMG
778,863,1249,NAN,10,MMG
677,745,1167,NAN,4,MMG
730,790,1177,NAN,4,MMG
717,767,1158,NAN,4,MMG
740,767,1211,NAN,4,MMG
681,743,1199,NAN,NAN,MMG
719,759,1146,NAN,NAN,MMG
683,756,1159,NAN,NAN,MMG
684,764,1156,NAN,NAN,MMG
685,757,1232,NAN,NAN,MMG
693,770,1143,NAN,8,MMG
624,740,1300,NAN,NAN,MMG
387,430,798,NAN,2.5,MMG
386,429,748,NAN,3.5,MMG
709,762,1199,NAN,NAN,MMG
710,752,1182,NAN,NAN,MMG
710,762,1234,NAN,NAN,MMG
775,869,1292,NAN,NAN,MMG
727,814,1192,NAN,NAN,MMG
768,869,1259,NAN,NAN,MMG
735,817,1205,NAN,NAN,MMG
726,756,1248,NAN,NAN,MMG
717,750,1204,NAN,NAN,MMG
730,761,1168,NAN,NAN,MMG
730,764,1178,NAN,NAN,MMG
730,762,1203,NAN,NAN,MMG
777,875,1295,NAN,NAN,MMG
757,867,1241,NAN,NAN,MMG
705,784,1174,NAN,NAN,MMG
670,714,1118,NAN,5,MMG
677,717,1152,NAN,5,MMG
665,743,1118,NAN,4,MMG
715,798,1139,NAN,6,MMG
709,738,1135,NAN,6,MMG
710,797,1125,NAN,8,MMG
698,790,1144,NAN,10,MMG
697,783,1147,NAN,9,MMG
708,786,1177,NAN,8,MMG
688,768,1151,NAN,7,MMG
704,748,1135,NAN,5,MMG
710,813,1126,NAN,12,MMG
779,833,1250,NAN,3,MMG
710,762,1234,NAN,12,MMG
732,755,1229,NAN,3,MMG
710,738,1188,NAN,4.5,MMG
691,737,1130,NAN,8,MMG
704,733,1149,NAN,3,MMG
656,707,1095,NAN,7,MMG
671,717,1160,NAN,3,MMG
715,756,1121,NAN,5,MMG
683,791,1142,NAN,25,MMG
692,795,1145,NAN,20,MMG
717,750,1204,NAN,2,MMG
733,777,1187,NAN,2,MMG
744,777,1218,NAN,1.5,MMG
688,754,1199,NAN,NAN,MMG
691,741,1189,NAN,NAN,MMG
703,748,1161,NAN,NAN,MMG
693,732,1174,NAN,NAN,MMG
698,737,1173,NAN,NAN,MMG
686,744,1215,NAN,NAN,MMG
670,771,1146,NAN,NAN,MMG
590,623,1389,NAN,NAN,MMG
595,640,1374,NAN,NAN,MMG
600,658,1360,NAN,NAN,MMG
606,677,1345,NAN,NAN,MMG
611,697,1330,NAN,NAN,MMG
618,718,1315,NAN,NAN,MMG
709,762,1199,NAN,1,MMG
745,785,1241,NAN,1,MMG
692,757,1234,NAN,NAN,MMG
699,753,1176,NAN,NAN,MMG
702,772,1166,NAN,NAN,MMG
704,733,1148,NAN,NAN,MMG
695,752,1198,NAN,NAN,MMG
624,758,1278,NAN,NAN,MMG
727,754,1251,NAN,1,MMG
688,766,1225,NAN,NAN,MMG
694,773,1239,NAN,NAN,MMG
694,726,1130,NAN,NAN,MMG
666,700,1166,NAN,NAN,MMG
687,717,1121,NAN,NAN,MMG
677,708,1125,NAN,NAN,MMG
677,706,1138,NAN,NAN,MMG
677,706,1138,NAN,NAN,MMG
700,780,1281,NAN,NAN,MMG
701,759,1208,NAN,NAN,MMG
621,729,1307,NAN,NAN,MMG
627,752,1293,NAN,NAN,MMG
677,706,1138,NAN,2,MMG
392,410,864,NAN,1.5,MMG
710,765,1273,NAN,3,MMG
690,769,1171,NAN,4,MMG
677,708,1125,NAN,3,MMG
687,717,1121,NAN,5,MMG
694,726,1130,NAN,4,MMG
730,815,1342,NAN,NAN,MMG
724,808,1327,NAN,NAN,MMG
718,801,1298,NAN,NAN,MMG
872.0,1043,1436,NAN,NAN,CMA
392,410,864,NAN,1.5,MMG
392,421,828,NAN,2,MMG
712,799,1275,NAN,2,MMG
698,783,1218,NAN,3,MMG
740,800,1256,NAN,3,MMG
720,797,1226,NAN,12,MMG
720,757,1157,NAN,4,MMG
700,764,1179,NAN,NAN,MMG
673,735,1202,NAN,NAN,MMG
680,725,1120,NAN,NAN,MMG
628,761,1081,NAN,NAN,MMG
635,767,1086,NAN,NAN,MMG
707,757,1122,NAN,5,MMG
397,426,735,NAN,3,MMG
391,420,851,NAN,2,MMG
689,732,1119,NAN,6,MMG
388,427,793,NAN,3,MMG
396,432,719,NAN,5,MMG
394,414,821,NAN,1.5,MMG
402,419,921,NAN,0.5,MMG
389,410,843,NAN,1.25,MMG
388,400,742,NAN,8,MMG
401,423,884,NAN,1,MMG
382,400,750,NAN,5,MMG
392,414,785,NAN,3,MMG
391,430,745,NAN,4,MMG
395,410,831,NAN,1.5,MMG
710,732,1265,NAN,0.5,MMG
388,400,742,NAN,NAN,MMG
401,423,884,NAN,1,MMG
391,406,731,NAN,NAN,MMG
395,410,831,NAN,1.5,MMG
706,746,1130,NAN,NAN,MMG
706,787,1297,NAN,NAN,MMG
738,817,1201,NAN,NAN,MMG
712,794,1301,NAN,NAN,MMG
710,738,1160,NAN,NAN,MMG
718,777,1167,NAN,NAN,MMG
440,472,774,NAN,2,MMG
745,783,1198,NAN,2.5,MMG
740,800,1256,NAN,3,MMG
747,789,1188,NAN,4,MMG
710,738,1160,NAN,5,MMG
730,776,1155,NAN,5,MMG
712,739,1187,NAN,NAN,MMG
712,739,1187,NAN,2,MMG
713,736,1172,NAN,5,MMG
728,762,1159,NAN,5,MMG
708,731,1228,NAN,1,MMG
638,689,1213,NAN,NAN,MMG
745,785,1190,NAN,4,MMG
746,792,1184,NAN,4,MMG
720,765,1140,NAN,6,MMG
737,798,1243,NAN,4,MMG
719,791,1214,NAN,10,MMG
720,797,1226,NAN,12,MMG
683,731,1141,NAN,6,MMG
683,730,1140,NAN,6,MMG
819.0,921,1349,NAN,NAN,CMA
828.0,972,1408,NAN,NAN,CMA
638,721,1227,NAN,NAN,MMG
636,698,1219,NAN,NAN,MMG
636,681,1200,NAN,NAN,MMG
737,798,1243,NAN,4,MMG
719,791,1214,NAN,10,MMG
685,720,1206,NAN,NAN,MMG
682,734,1141,NAN,7,MMG
842.0,934,1331,NAN,NAN,CMA
754,797,NAN,NAN,NAN,MMG
646,729,NAN,NAN,0.04,MG
NAN,NAN,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,1,MMG
722.0,734,1220,NAN,NAN,CMA
800.0,889,1334,NAN,NAN,CMA
813.0,936,1381,NAN,NAN,CMA
840.0,1007,1438,NAN,NAN,CMA
889.0,1087,1468,NAN,NAN,CMA
840.0,1006,1438,NAN,NAN,CMA
825.0,965,1404,NAN,NAN,CMA
829.0,987,1429,NAN,NAN,CMA
775.0,808,1251,NAN,NAN,CMA
802.0,844,1263,NAN,NAN,CMA
791.0,819,1243,NAN,NAN,CMA
782.0,811,1245,NAN,NAN,CMA
909.0,1079,1426,NAN,NAN,CMA
797.0,849,1279,NAN,NAN,CMA
702,771,1177,NAN,15,MMG
710,781,1186,NAN,22,MMG
713,784,1200,NAN,24,MMG
720,797,1203,NAN,15,MMG
710,784,1200,NAN,28.5,MMG
288,463,747,NAN,NAN,CMA
784.0,867,1327,NAN,NAN,CMA
635,708,1031,NAN,3,MMG
629,702,NAN,NAN,NAN,MMG
633,682,1031,NAN,NAN,MMG
631,675,1025,NAN,5,MMG
632,707,NAN,NAN,NAN,MMG
636,694,NAN,NAN,NAN,MMG
627,677,1023,NAN,3,MMG
622,671,1044,NAN,NAN,MMG
631,685,NAN,NAN,NAN,MMG
633,687,NAN,NAN,NAN,MMG
661,719,1071,NAN,12,MMG
663,722,1079,NAN,5,MMG
651,702,NAN,NAN,NAN,MMG
663,726,NAN,NAN,NAN,MG
651,702,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,2,MMG
623,663,NAN,NAN,NAN,MMG
645,690,NAN,NAN,NAN,MMG
698,732,1487,45000,0.326,MMG
898.4,948.6,1412.6,NAN,2,MMG
856,942,1419,NAN,2,MMG
647,728,NAN,NAN,NAN,MMG
694,726,1480,51000,0.312,MMG
831,870,1509,NAN,1.5,MMG
691,728,1505,68000,0.282,MMG
843,913,1533,NAN,NAN,MMG
819,865,1494,NAN,NAN,MMG
897,981,1497,NAN,NAN,MMG
880,925,1509,NAN,NAN,MMG
874,910,1503,NAN,NAN,MMG
874,971,1504,NAN,NAN,MMG
866,891,1469,NAN,NAN,MMG
867,970,1521,NAN,NAN,MMG
868,973,1505,NAN,NAN,MMG
872,907,1470,NAN,NAN,MMG
845,956,1423,NAN,NAN,MMG
882,970,1497,NAN,NAN,MMG
883,926,1507,NAN,NAN,MMG
884,927,1505,NAN,NAN,MMG
887,925,1509,NAN,NAN,MMG
892,964,1518,NAN,NAN,MMG
896,941,1414,NAN,NAN,MMG
898,944,1420,NAN,NAN,MMG
907,969,1508,NAN,NAN,MMG
908,958,1488,NAN,NAN,MMG
915,944,1488,NAN,NAN,MMG
920,941,1483,NAN,NAN,MMG
880,925,1485,NAN,NAN,MMG
902,960,1517,NAN,NAN,MMG
885,932,1503,NAN,NAN,MMG
881,924,1498,NAN,NAN,MMG
831,879,1391,NAN,NAN,MMG
836,899,1448,NAN,NAN,MMG
780,832,1258,NAN,2.5,MMG
753,789,NAN,NAN,NAN,MMG
841.5,914.3,1419.7,NAN,3,MMG
691,720,1472,58000,0.298,MMG
683,730,1446,18000,0.453,MMG
783,832,1444,490,1.633,MMG
874,971,1504,NAN,4,MMG
868,973,1505,NAN,4,MMG
897,981,1497,NAN,2,MMG
882,970,1497,NAN,3,MMG
867,970,1521,NAN,3,MMG
845,956,1423,NAN,3,MMG
847.6,931.8,1421.1,NAN,4,MMG
868.2,938.6,1411.9,NAN,3,MMG
856,917,1405,NAN,1,MMG
837.8,921.3,1410.7,NAN,4,MMG
866,891,1469,NAN,1,MMG
872,907,1470,NAN,1.5,MMG
874,910,1503,NAN,1.5,MMG
880,925,1509,NAN,2,MMG
883,926,1507,NAN,2,MMG
887,925,1509,NAN,2,MMG
896,941,1414,NAN,2,MMG
898,944,1420,NAN,2,MMG
829,876,NAN,NAN,2,MMG
882,927,1494,NAN,2.5,MMG
920,941,1483,NAN,3.5,MMG
915,944,1488,NAN,6.5,MMG
908,958,1488,NAN,6,MMG
907,969,1508,NAN,3.5,MMG
831,879,1391,NAN,2,MMG
884,927,1505,NAN,2.5,MMG
880,925,1485,NAN,2.5,MMG
881,924,1498,NAN,2.5,MMG
885,932,1503,NAN,2.5,MMG
842,880,1420,NAN,2,MMG
902,960,1517,NAN,2.5,MMG
NAN,NAN,NAN,NAN,2,MMG
NAN,NAN,1395,NAN,1,MMG
740,774,1263,NAN,1,MMG
789,843,1418,NAN,1.5,MMG
793,843,1343,NAN,2.5,MMG
744,788,NAN,NAN,0.02,MG
883.2,952.8,NAN,NAN,NAN,MMG
731,768,NAN,NAN,1,MMG
738,780,NAN,NAN,NAN,MMG
841,916,1446,NAN,NAN,MMG
850,883,1472,NAN,NAN,MMG
850,928,1432,NAN,NAN,MMG
850,924,1437,NAN,NAN,MMG
917.3,978.8,1415.4,NAN,4,MMG
914.5,973.7,1416,NAN,2,MMG
NAN,NAN,NAN,NAN,1,MMG
918,980,1411.5,NAN,4,MMG
790,858,1415,80,3.119,MMG
595,698,NAN,NAN,NAN,MMG
779,795,1292,NAN,1,MMG
850,924,1437,NAN,3.5,MMG
850,928,1432,NAN,4,MMG
841,916,1446,NAN,3,MMG
836,899,1448,NAN,2,MMG
855,918,1473,NAN,2,MMG
701,733,1257,NAN,3,MMG
716,753,1263,NAN,2.5,MMG
744,788,1245,NAN,4,MMG
835,885,1369,NAN,1.5,MMG
785,835,1429,320,1.893,MMG
NAN,NAN,1395,NAN,NAN,MMG
548,684,NAN,NAN,NAN,MMG
777,819,1423,NAN,3,MMG
NAN,NAN,1331,NAN,1,MMG
814,887,NAN,NAN,NAN,MMG
843,903,NAN,NAN,1,MMG
783,821,NAN,NAN,NAN,MMG
800,853,1433,NAN,2,MMG
806,858,1436,NAN,1.5,MMG
809,864,1475,NAN,2,MMG
721,757,1267,NAN,2.5,MMG
737,786,NAN,NAN,NAN,MMG
733,782,NAN,NAN,NAN,MMG
821,868,1477,NAN,2,MMG
823,868,1496,NAN,2,MMG
880,957,1406,NAN,2,MMG
854,945,1400,NAN,3,MMG
853,942,1401,NAN,2,MMG
848,923,1396,NAN,2,MMG
809,864,1475,NAN,2,MMG
732,785,NAN,NAN,1,MMG
758,799,1265,NAN,3,MMG
742,780,1270,NAN,1.5,MMG
743,798,NAN,NAN,NAN,MMG
750,793,1250,NAN,3.5,MMG
742,783,1264,NAN,2.5,MMG
870.0,1043,1438,NAN,NAN,CMA
891.0,1090,1468,NAN,NAN,CMA
822.0,924,1348,NAN,NAN,CMA
822.0,924,1348,NAN,NAN,CMA
861,901,1543,NAN,NAN,MMG
823,868,1496,NAN,NAN,MMG
821,868,1477,NAN,NAN,MMG
829,874,1483,NAN,1.5,MMG
853,942,1401,NAN,2,MMG
738,798,1230,NAN,2.5,MMG
793,829,1416,NAN,6,MMG
711,749,1255,NAN,3,MMG
753,810,NAN,NAN,0.02,MG
780,834,NAN,NAN,1.2,MMG
812,870,1425,NAN,1,MMG
783,832,1413,NAN,3.5,MMG
785,835,1408,NAN,3,MMG
777,817,1418,NAN,3,MMG
752,799,1226,NAN,4,MMG
856,914,NAN,NAN,NAN,MMG
862,915,1389,NAN,1.2,MMG
870,932,1414,NAN,1.2,MMG
887,947,1405,NAN,1.2,MMG
718,753,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,1.6,MMG
756,820,1288,NAN,2.5,MMG
709,833,1222,NAN,NAN,MMG
872.0,1043,1436,NAN,NAN,CMA
871.0,1066,1469,NAN,NAN,CMA
905,916,1490,NAN,NAN,MMG
839,886,1464,NAN,NAN,MMG
782,801,1290,NAN,2,MMG
781,794,1282,NAN,3,MMG
784,800,1283,NAN,3,MMG
NAN,NAN,NAN,NAN,2.5,MMG
NAN,NAN,NAN,NAN,1,MMG
810,890,NAN,NAN,2.7,MMG
727,775,NAN,NAN,2,MMG
825,877,1507,NAN,2,MMG
816,857,1453,NAN,1.5,MMG
NAN,NAN,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,1.2,MMG
867,919,1469,NAN,0.75,MMG
815,858,1455,NAN,0.5,MMG
858,922,1397,NAN,2,MMG
864,957,1393,NAN,7,MMG
877,937,1482,NAN,NAN,MMG
889,939,1481,NAN,NAN,MMG
735,775,NAN,NAN,2,MMG
750,798,NAN,NAN,2.5,MMG
828,912,NAN,NAN,NAN,MMG
828,912,NAN,NAN,NAN,MMG
888,933,NAN,NAN,NAN,MMG
864,947,1393,NAN,3,MMG
914,946,1393,NAN,1,MMG
747,791,1299,NAN,2.5,MMG
710,744,1266,NAN,3,MMG
904.6,961.4,1490.2,NAN,5,MMG
843,893,1443,NAN,4,MMG
828,853,NAN,NAN,NAN,MMG
732,785,NAN,NAN,2,MMG
839,886,1464,NAN,7,MMG
820,870,1397,NAN,5,MMG
779,795,1292,NAN,1,MMG
719,757,1305,NAN,1,MMG
729,777,1296,NAN,2,MMG
724,766,1305,NAN,1,MMG
879,943,1480,NAN,NAN,MMG
874,935,1460,NAN,NAN,MMG
735,778,1277,NAN,2.5,MMG
NAN,NAN,NAN,NAN,2.2,MMG
729,775,1288,NAN,2.5,MMG
808,NAN,1453,NAN,6,MMG
789,846,1423,NAN,2.5,MMG
779,821,1413,NAN,3,MMG
870.0,1040,1434,NAN,NAN,CMA
852,885,1458,NAN,NAN,MMG
883.0,1081,1468,NAN,NAN,CMA
830,852,1505,NAN,NAN,MMG
821,879,1510,NAN,NAN,MMG
734,775,1233,NAN,3,MMG
744,788,1221,NAN,6,MMG
736,778,1220,NAN,5,MMG
792,851,1418,NAN,2,MMG
853,NAN,1483,NAN,5,MMG
858,NAN,1523,NAN,4,MMG
861,914,1468,NAN,4,MMG
857,901,1463,NAN,6,MMG
849,891,1463,NAN,4,MMG
848,887,1461,NAN,4,MMG
841,883,1498,NAN,3,MMG
843,NAN,1453,NAN,9,MMG
867,919,1469,NAN,0.75,MMG
NAN,NAN,NAN,NAN,1,MMG
NAN,NAN,NAN,NAN,2.2,MMG
815,858,NAN,NAN,0.5,MMG
812,870,NAN,NAN,1,MMG
NAN,885,NAN,NAN,1.5,MMG
899.5,955.6,1495,NAN,5,MMG
901.1,958.9,1490,NAN,5,MMG
832,877,1460,NAN,2,MMG
854,945,1400,NAN,3,MMG
848,923,1396,NAN,2,MMG
844,914,1440,NAN,2.5,MMG
853,906,NAN,NAN,NAN,MMG
852,903,NAN,NAN,NAN,MMG
730,785,NAN,NAN,NAN,MMG
NAN,NAN,NAN,NAN,5,MMG
888.0,1086,1468,NAN,0,CMA
891,950,NAN,NAN,1.5,MMG
897,964,1460,NAN,NAN,MMG
867,919,1439,NAN,NAN,MMG
844,880,1446,27.8,8,MMG
740,790,1276,NAN,1.5,MMG
744,801,1283,NAN,2,MMG
835,880,1475,NAN,1.5,MMG
843,893,1443,NAN,12,MMG
738,788,1277,NAN,4,MMG
NAN,NAN,NAN,NAN,2,MMG
833,903,1436,NAN,,MMG
738,798,NAN,NAN,2.5,MMG
880,957,1406,NAN,2,MMG
815,859,NAN,NAN,4,MMG
821,879,1510,NAN,2.5,MMG
899.5,955.6,1495.7,NAN,5,MMG
901.1,958.9,1490.1,NAN,5,MMG
881,949,1430,NAN,,MMG
754,797,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,3,MMG
NAN,NAN,NAN,NAN,4,MMG
NAN,NAN,NAN,NAN,4,MMG
NAN,NAN,NAN,NAN,1,MMG
815,858,1455,NAN,0.5,MMG
812,870,1424,NAN,1,MMG
835,885,1374,NAN,1.5,MMG
862,914,NAN,NAN,10,MMG
NAN,NAN,NAN,NAN,2,MMG
793,845,1423,NAN,2,MMG
885.0,1082,1468,NAN,NAN,CMA
